단어,뜻,문법,문장예시,반의어,복합어 숙어,유의어,테마 단어,파생어
additional,"['1. 추가의', '2. 더', '3. 또', '4. 부가적인', '5. 다른']","['명사', '기본 : additional', '복수 : additionals', '형용사', '기본 : additional']","['additional expense', '추가 비용', 'an additional charge', '추가 요금[청구].']",-1,"['additional aid 추가 지원', 'additional charges 추가 요금', 'additional tax 부가세', 'an additional tax 가산세', 'charge an additional fee 추징금을 부과하다']","['more 더, 더 많은, 더욱, 이상으로, 또한', 'further 더, 더 나아가, 더 멀리, 게다가, 그 이상의', 'extra 추가의, 여분의, 특별한, 별도로, 임시의', 'reserve 보유하다, 보호지역, 예비, 준비의, 매장량', 'surplus 흑자, 무역수지, 잉여, 남는, 과잉']",-1,"['add 덧붙이다, 더하다, 추가하다, 포함시키다, 증가하다', 'addition 추가, 덧셈, 등재, 증축', 'additionally 게다가, 또한, 추가적으로, 덧붙여, 아울러', 'additive 부가적인, 첨가물, 덧셈의', 'addible 더할 수 있는, 더할 만한']"
review,"['1. 평가', '2. 재검토', '3. 리뷰', '4. 비평', '5. 복습']","['동사', '기본 : review', '과거 : reviewed', '과거분사 : reviewed', '현재분사 : reviewing', '3인칭단수 : reviews', '명사', '기본 : review', '복수 : reviews']","['a book review', '서평', 'a critical review', '평론잡지.', 'a good review', '호평', 'rave reviews', '절찬', 'a bad review', '악평', 'read a review', '비평을 읽다', 'come under review [＝come up for review]', '재검토되다.', 'conduct[carry out] a review', '재검토를 수행하다', 'undertake a review', '재검토에 착수하다', 'under review', '재검토중인', 'a comprehensive[a regular, an annual] review', '포괄적인[정기적인, 연례] 재검토', 'an air review', '항공 열병식', 'conduct a review', '열병식을 하다', 'march in review', '분열 행진하다.', 'a court of review', '상소 재판소.', 'We must review our economic situation.', '경제상태를 재검토하여야 한다.', 'It is useful to review past mistakes.', '과거의 잘못을 돌이켜보는 것은 유익하다.', 'The General reviewed his troops.', '장군은 휘하 부대를 열병했다.', 'That movie was reviewed in every major newspaper.', '그 영화에 대해 주요 신문이 모두 비평 기사를 실었다.', ""review for 'the New York Times'"", '뉴욕 타임스에 비평을 쓰다.']",-1,"['performance review 업적 평가', 'in review ~을 검사하다', 'review the report 보고서를 검토하다', 'peer review 전문가에 의한 평가, 동업자의 평가', 'book review 서평, 서평란, 신간평']","['study 연구, 조사, 공부, 검토하다, 관찰하다', 'discuss 논의하다, 협의, 토론하다, 이야기하다, 의견을 나누다', 'survey 조사하다, 연구하다, 평가하다', 'treat 치료하다, 대하다, 처리하다, 대우하다, 취급하다', 'magazine 잡지, 지, 매거진, 무기고']","['absent 결석한, 없는, 불참한, 결여된', 'alphabet 알파벳, 문자, 자모', 'blackboard 칠판, 흑판', 'bulletin board 게시판, 공고판, 전자 게시판', 'cassette player 카세트 플레이어']","['view 보기, 견해, 관점, 전망, 관찰하다', 'viewer 시청자, 관객, 관찰자, 뷰어, 독자', 'preview 시사, 시연, 시사회', 'overview 개관, 총람, 개요', 'reviewer 비평가, 평론가, 검열자']"
representative,"['1. 대표적인', '2. 국회의원', '3. 대의원의', '4. 대리인', '5. 하원 의원']","['명사', '복수 : representatives', '형용사', '비교급 : more representative', '최상급 : most representative']","['the last representative of the royal family', '왕가의 마지막 대표자', 'a diplomatic representative', '외교관', 'a representative of the law', '경찰관', 'a real[natural] representative', '가계 상속인.', 'the House of Representatives', '(미국·오스트레일리아·프랑스 등의) 하원, (일본의) 중의원(cf. HOUSE 【참고】).', 'This is representative of their attitude toward work.', '이것에는 일에 대한 그들의 태도가 잘 나타나 있다.', 'a sculpture representative of feminine beauty', '여성미를 나타내는 조각.', 'a representative council', '의회', 'representative democracy', '의회 민주주의', 'a representative body', '대표단', 'representative government', '대의 정치[정체]', 'in a representative capacity', '대표[대리]의 자격으로.', 'a representative scientist', '전형적인 과학자', 'The exhibition is representative of modern French art.', '그 전시회는 현대 프랑스 미술을 대표하고 있다.']",-1,"['representative of ~을 대표하는', 'government representative 정부대표', 'sales representative 외판원, 판매 대행인, 출장 판매원', 'representative director 대표이사', 'customer service representative 고객 서비스 상담원']","['official 관계자, 관리, 공식의, 당국, 공무원', 'special 특별한, 특수한, 스페셜, 특이한, 임시의', 'sign 계약하다, 체결하다, 서명하다, 징후, 신호', 'figure 수치, 인물, 생각하다, 피겨, 인형', 'example 예, 본보기, 사례, 모범, 예제']","['agree 동의하다, 합의하다, 일치하다, 승낙하다, 제안에 응하다', 'agreement 합의, 협정, 계약, 동의', 'alternative 대안, 대체, 다른, 대신의, 얼터너티브', 'argue 주장하다, 논쟁하다, 논의하다, 말다툼하다, 왈가왈부하다', 'assent 동의, 동의하다, 찬성']","['represent 대표하다, 나타내다, 보여주다, 상징하다, 대변하다', 'representation 표현, 표상, 나타내는, 대표, 대의권', 'unrepresentative 전형적이 아닌, 선거민을 대표하고 있지 않은, 비정형의']"
present,"['1. 현재의', '2. 보여주다', '3. 선물하다', '4. 제시하다', '5. 발표하다']","['동사', '기본 : present', '과거 : presented', '과거분사 : presented', '현재분사 : presenting', '3인칭단수 : presents', '명사', '기본 : present', '복수 : presents']","['present company (always) excepted[＝excepting present company]', '현재 여기 계시는 분들은 제외하고', '(점호의 대답) Present', '네(※Here가 보통)', 'All present assented.', '출석자 전원이 찬성했다', 'I was not present at that meeting.', '회의에는 참가하지 않았다', 'There were fifty people present.', '50명의 출석자가 있었다 (※어순에 주의).', 'the present Cabinet', '현 내각', 'during the present month', '이달 중에', 'present value[worth]', '현가(現價)(할인되는 어음의 현재의 가격 등)', 'the present day', '현대', 'in the present case', '이 경우는', 'on present form', '현상태로는', 'at the present time', '현재(에)는, 지금', 'for present use', '당장 사용하기 위해서.', 'the present writer[author]', '이 (자리의) 필자(※논문 등에서 I 대신 씀).', 'be present to the mind', '기억하고 있다.', 'up to the present', '현재까지(는)', 'for the present', '당분간, 현재로서는', 'live in the present', '현상을 받아들이다', ""(속담) (There's) no time like the present."", '지금이 좋은 기회다.', 'by these presents', '본 증서에 의하여.']","['absent 없는, 결석한, 불참한, 결여된']","['present to ~에 소개하다', 'present day 현재의, 오늘날의', 'birthday present 생일 선물', 'at the present 현재, 현, 지금', 'for the present 지금은, 잠깐 동안은']","['give 주다, 전하다, 제공하다, 기부하다, 수여하다', 'show 보여주다, 쇼, 나타나다, 보이고 있다, 전시회', 'provide 제공하다, 공급하다, 지급하다, 준비하다, 고려하다', 'raise 높이다, 올리다, 오르다, 인상, 제기하다', 'offer 제공하다, 제안하다, 제시하다, 지원하다, …하려고 하다']","['absent 결석한, 없는, 불참한, 결여된', 'alphabet 알파벳, 문자, 자모', 'blackboard 칠판, 흑판', 'bulletin board 게시판, 공고판, 전자 게시판', 'cassette player 카세트 플레이어']","['represent 대표하다, 나타내다, 보여주다, 상징하다, 대변하다', 'presence 존재, 영향력, 주둔, 참석', 'presentation 프레젠테이션, 발표, 설명, 제출', 'presently 현재, 곧, 지금, 최근', 'presenter 제출자, 증여자, 고소인']"
inform,"['1. 알리다', '2. 통보하다', '3. 정보를 제공하다']","['동사', '기본 : inform', '과거 : informed', '과거분사 : informed', '현재분사 : informing', '3인칭단수 : informs']","['He informed me of his decision[＝that he had decided].', '그는 그가 결정한 내용[결정했다는 사실]을 내게 알려 주었다', 'I informed my friends about the party.', '친구들에게 파티에 관해서 통지했다', 'Please inform me where I can find the book.', '그 책을 어디서 구할 수 있는지 알려주십시오', ""He has not been informed of his father's death[＝that his father is dead]."", '그는 부친의 사망 소식을 아직 못 받고 있다', 'I informed myself of all the important details.', '중요한 세부 사항에 대해서 모두 알아 놓았다', 'I informed him that I would not be able to attend.', '그에게 참석할 수 없다고 알려 주었다.', 'I informed her that I was unwell.', '나는 그녀에게 내가 아프다고 알렸다(※that절이 올 때 일반적으로 that을 생략하지 않음).', 'properly informed', '적절한 정보를 얻은', 'fully[well] informed', '정보를 충분히 얻은', 'reliably informed', '신뢰할 만한 정보를 얻은', 'inform A of B', 'A에게 B에 대해 알리다', 'inform A (that)…', 'A에게 …라고 알리다', ""inform one's students with new zeal"", '학생들에게 새로운 열의를 불어넣다', 'These poems are informed with human love.', '이들 시에는 인간애가 충만해 있다.', 'One of the pickpockets informed on his partners to the police.', '한 소매치기가 그의 패거리들을 경찰에 밀고했다', ""I'm amazed to hear that she was the one who informed on[against] her husband."", '나는 그녀가 자기 남편을 고소했다는 말을 듣고 몹시 놀랐다.']",-1,"['inform of ~을 알려주다', 'inform by letter 서면으로 통지하다']","['tell 말하다, 이야기하다', 'warn 경고하다, 주의하다, 조심시키다, 충고하다', 'brief 보고서, 짧은, 잠시, 간단한, 개요', 'update 업데이트, 갱신, 최신, 새로운, 정보', 'advise 조언하다, 권하다, 알리다, …하는 게 좋다, 상담하다']","['bilingual 두 나라 말을 하는, 이중 언어를 구사하는', 'inform 알리다, 통보하다, 정보를 제공하다', 'monolingual 단일 언어의, 한 언어를 사용한, 한 언어 사용자', 'multilingual 여러 나라의 말을 하는, 여러 언어를 사용할 수 있는, 여러 언어로 말해진', 'relate 관련시키다, 관계시키다, 연관되다, 연결되다']","['information 정보, 자료, 뉴스, 안내, 보도', 'informed 견문이 넓은, 세련된, 정보에 근거한', 'informative 유익한, 교육적인, 유용한 , 정보성', 'misinform …에 잘못된 정보를 전하다, 오보를 전하다', 'informer 정보 제공자, 통지자, 밀고자']"
budget,"['1. 예산안', '2. 예산', '3. 재정']","['동사', '기본 : budget', '과거 : budgeted', '과거분사 : budgeted', '현재분사 : budgeting', '3인칭단수 : budgets', '명사', '기본 : budget', '복수 : budgets']","['a budget committee', '예산 위원회', 'a shoestring budget', '적은 예산', 'if my budget permits', '만약 예산이 허락하면', ""balance the [one's] budget"", '지출을 예산 내에서 억제하다', 'cut [reduce] a budget', '예산을 삭감하다', 'exceed a budget', '예산을 초과하다', 'keep to[within] a budget', '예산을 유지하다', 'make up a budget', '예산을 편성하다.', 'have a budget', '예산이 있다', 'present[submit] a budget', '예산안을 제출하다', 'approve a budget', '예산안을 승인하다', 'balance the budget', '예산의 수지를 맞추다', 'adhere[stick to] to a budget', '예산을 준수하다', 'increase a budget', '예산을 늘리다', 'a low[tight] budget', '저[긴축]예산', 'an annual budget', '연간 예산', 'an overall[the total] budget', '총 예산', 'the government budget', '정부 예산', 'a defense[education, advertising] budget', '방위비[교육비, 광고비] 예산', 'a draft budget', '예산안']",-1,"['budget deficit 재정 적자', 'budget plan 월부 지급제, 할부제, 분할불제', 'national budget 국가 예산', 'low budget 싸구려의, 값싼, 저예산의', 'national assembly budget office 국회예산정책처']",-1,"['budget 예산, 예산안, 재정', 'capital 수도, 자본, 자금, 자산, 대문자', 'certificate of deposit 예금 증서, 약자: CD, 양도성 정기 예금 증서', 'commodity tax 물품세', 'currency 통화, …화, 외환, 환율, 화폐']","['budgetary 예산의, 예산상의', 'budgeter 예산 위원']"
charge,"['1. 혐의', '2. 충전', '3. 기소', '4. 요금', '5. 책임']","['동사', '기본 : charge', '과거 : charged', '과거분사 : charged', '현재분사 : charging', '3인칭단수 : charges', '명사', '기본 : charge', '복수 : charges']","['The book store charged the student $50 for the books.', '책방에서는 그 책의 대금으로서 학생에게 50달러를 청구했다', 'How much will you charge (me) for repairing this car?', '이 차의 수리비는 얼마입니까?', 'They charge tax on liquor in this country.', '이 나라에서는 주류에 세금을 부과한다.', 'charge a debt to a person', '부채를 남에게 지우다', 'Charge the expense to me[my account].', '그 비용은 내게 달아두시오', 'I always charge my groceries at that store.', '그 가게에서 늘 외상으로 물건을 산다', 'I charged a new pair of shoes on my credit card.', '크레디트 카드로 새 구두 한 켤레를 구입했다', '""How are you going to pay?"" ""Charge it to my master card.""', '「어떻게 대금을 지불하시겠습니까?」 「마스터카드로 지불하겠습니다.」', 'be charged with a task', '일이 맡겨지다', 'charge oneself with the investigation', '조사를 떠맡다', 'Mother charged me to clear up[＝with cleaning up] the room.', '어머니는 내게 방을 청소하라고 말했다.', 'charge the jury', '(판사가) 배심원에게 설명하다.', 'charge a person with carelessness', '남을 부주의하다고 책망하다', 'The shop owner charged that the clerk had lied.', '가게 주인은 점원이 거짓말을 했다고 비난했다', 'She was charged with drunk driving.', '그녀는 음주 운전 혐의로 고발당했다.', 'a brain charged with fancies', '공상으로 가득찬 머리', 'charge a rifle', '소총에 탄환을 장전하다[재다]', ""charge one's pipe"", '파이프에 담배를 채워 넣다', ""charge a person's drink"", '남의 술잔을 채우다', 'charge (up) a battery', '전기를 충전하다.']",-1,"['in charge ~의 보호를 받아', 'charge with ~으로 가득 채우다', 'charge for ~을 향하여 달려가다', 'free of charge 공짜의, 무료의, 무료로', 'charge against ~에게 하는 청구']","['work 일하다, 연구, 작업, 작품, 작동하다', 'business 기업, 사업, 경영, 산업, 비즈니스', 'job 직무, 일, 직업, 일자리, 수술', 'run 달리다, 운영하다, 출마, 열리다, 계속하다', 'ask 묻다, 요청하다, 질문하다, 부탁하다, 말씀하다']",-1,-1
result,"['1. 결국', '2. 결과', '3. 성과', '4. 초래한다', '5. 결정']","['동사', '기본 : result', '과거 : resulted', '과거분사 : resulted', '현재분사 : resulting', '3인칭단수 : results', '명사', '기본 : result', '복수 : results']","['the final result', '최종 결과', 'She died as a result of her injuries.', '그녀는 부상 때문에 죽었다.', 'produce[announce] a result', '결과를 내다[발표하다]', 'achieve[get] a result', '결과를 얻다', 'show the result', '성과를 보이다', 'a good[positive] result', '좋은 결과', 'the end result', '최종 결과', 'a direct result', '직접적 결과', 'examination[research] results', '시험[연구] 결과', 'concrete[tangible] results', '구체적인[눈에 보이는] 성과', 'as a result (of A)', '(A의) 결과로서', 'with the result that…', '…라는 결과가 되어', 'The result(s) of the election will be announced tomorrow.', '선거 결과는 내일 발표될 것이다.', 'achieve brilliant results', '눈부신 성과를 올리다', 'give instant results', '즉효가 있다.', 'the football results', '축구 경기의 성적.', 'If the police leave, disorder will result.', '경찰이 떠나면 혼란이 일어날 것이다', 'His illness resulted from bad food.', '그의 병은 조악한 식사 때문이었다.', 'Your efforts will result badly[in success].', '네 노력은 결과가 나쁠 것이다[성공을 거둘 것이다]', 'The match resulted in a draw.', '시합은 결국 무승부로 끝났다.']",-1,"['result in 결과적으로 ~이 되다', 'as a result 그 결과, 결과적으로, 결국', 'as a result of ~의 결과로서', 'result from ~에서 비롯되다', 'end result 최종적인 결과, 성과, 결말']","['start 시작하다, 처음, 출발하다, 출발점, 선발', 'end 종료, 끝나다, 말, 결국, 결과', 'begin 시작하다, 발생하다, 착수하다, 출발하다', 'issue 문제, 쟁점, 이슈, 사안, 발행하다', 'rise 증가하다, 상승하다, 오르다, 늘다, 높아지다']",-1,-1
delivery,"['1. 배달', '2. 분만', '3. 배송', '4. 운송', '5. 인도']",[],"['special[(영) express] delivery', '속달편', ""the two o'clock delivery"", '2시의 배달편', 'a home delivery service', '택배[자택 배달] 서비스', 'by the first delivery', '첫 편(便)으로', 'send by certified[(영) recorded] delivery', '배달 증명으로 보내다', 'There are no deliveries on Sundays.', '일요일에는 배달하지 않습니다.', 'Can we order for delivery?', '저희가 배달 받을 수 있을까요?', 'make delivery', '배달하다', 'accept[take] delivery', '배달을 받다', 'late delivery', '배달 지연', 'free delivery', '무료 배달', 'a delivery order', '화물 인도 지시서(약자: D.O.)', 'delivery on arrival', '착하(着荷) 인도', 'a delivery of writ', '영장의 교부', 'on delivery', '물품이 도착 즉시', 'take delivery of ‥', '(배달된 구입 물건을) 인수하다.', ""the delivery of one's opinion"", '의견의 발표', 'a rapid[a fine, a clear, a poor] delivery', '빠른[훌륭한, 명료한, 서투른] 말투.', 'artificial[painless] delivery', '인공[무통] 분만', 'an easy delivery', '순산.']",-1,"['delivery man 배달원', 'free delivery 무료 배달', 'delivery date 배송일', 'home delivery 가정 배달', 'service delivery 서비스 전달']","['birth 탄생, 출생, 태어남, 출산, 낳다', 'childbirth 분만, 출산, 해산', 'nativity 탄생, 예수의 성탄, 예수 성탄도', 'parturition 분만, 해산, 출산']",-1,-1
choice,"['1. 선택', '2. 결정', '3. 선정', '4. 종류']","['명사', '기본 : choice', '복수 : choices', '형용사', '기본 : choice', '비교급 : choicer', '최상급 : choicest']","['make a good[a bad] choice', '잘[잘못] 고르다', 'give first choice to', '…을 제일 먼저 고르다', 'You must make a careful choice of your future career.', '장래의 직업을 선택할 때는 주의해야 한다.', 'a good choice', '좋은 선택', 'the right choice', '올바른 선택', 'a stark[hard] choice', '냉엄한[힘든] 선택', 'personal choice', '개인적 선택', 'a free choice', '자유로운 선택', 'an obvious choice', '당연한 선택', 'a choice between A and B', 'A와 B 사이의 선택', 'by choice', '자신의 선택으로', ""of one's choice"", '스스로 선택한', 'offer[allow] a person a choice', '남에게 선택의 기회를 주다', 'You might have been sorry about that, but it was your choice.', '그것을 후회하고 있을 지도 모르지만 그것은 네 자신이 선택한 것이다', 'You have a choice of soup, salad or fruit.', '수프, 샐러드, 과일 중 택일할 수가 있습니다(※of 대신에 among은 쓸 수 없음)', 'It is a matter of personal choice.', '그것은 개인의 기호에 달려 있다', 'No choice was left to him.', '그에게는 선택의 여지가 없었다.', 'have a choice', '선택권이 있다', 'exercise choice', '선택권을 행사하다', 'give[offer] A the choice', 'A에게 선택권을 주다']",-1,"['choice of ~의 선택', 'personal choice 개인적인 선택', 'multiple choice 다항식 선택의, 선다식의, 다항 선택식의', 'good choice 훌륭한 선택', 'freedom of choice 선택의 자유']","['other 다른, 기타의, 타인, 나머지의, 반면에', 'second 두 번째의, 후반, 초, 다른, 잠깐', 'different 다른, 여러 가지의, 종류, 별개의, 독특한', 'special 특별한, 특수한, 스페셜, 특이한, 임시의', 'election 선거, 투표, 당선, 선정, 선택']",-1,"['choose 선택하다, 고르다, 선출하다, 원하다', 'chosen 선택된, 선발된, 뽑힌']"
contract,"['1. 계약서', '2. 계약', '3. 맺다', '4. 수축하다', '5. 걸리다']","['동사', '기본 : contract', '과거 : contracted', '과거분사 : contracted', '현재분사 : contracting', '3인칭단수 : contracts', '명사', '기본 : contract', '복수 : contracts']","['a temporary[a formal] contract', '가[본]계약', 'a written[a verbal] contract', '서면[구두] 계약', 'a breach of contract', '계약 위반', 'on a long term contract', '장기 계약으로', 'be under contract[＝be on a contract] to ‥', '(사람이) …과 계약하고 있다', 'be out to contract', '(일이) 입찰에 붙어 있다', 'cancel[annul] a contract', '계약을 취소하다', 'draw up a contract', '계약서를 작성하다', 'enter into[＝make] a contract with a person[＝put a person under contract]', '남과 계약을 맺다', 'fulfill[carry out] a contract', '계약을 성사시키다', 'I signed a contract for the purchase of a new car.', '새 차를 사기 위해 계약서에 서명했다.', 'have a contract', '계약되어 있다', 'be awarded a contract', '계약을 하다', 'get[win] a contract', '수주하다', 'negotiate a contract', '계약 협상을 하다', 'make a contract', '계약을 맺다', 'sign a contract', '계약서에 서명하다', 'renew a contract', '계약을 갱신하다', 'terminate a contract', '계약을 해지하다', 'break a contract', '계약을 깨다']","['expand 확대하다, 확장하다, 늘다, 성장하다, 넓히다']","['sign a contract 계약서에 서명하다', 'contract to ~로 줄이다', 'sign the contract 계약서에 서명하다', 'new contract 신계약', 'under contract 계약중인']","['trade 무역, 거래, 통상, 직업, 투자', 'deal 다루다, 거래, 대처하다, 주다, 계약', 'sell 팔다, 판매하다, 매각하다, 매도하다, 매매', 'agreement 합의, 협정, 동의, 계약, 조화', 'reduce 줄이다, 감소시키다, 줄어들다, 축소하다, 낮추다']","['borrow 빌리다, 대여하다, 차용하다, 빚지다', 'boundary 경계, 영역, 한계, 테두리', 'clause 조항, 문구, 규정', 'contract 계약, 계약서, 맺다, 걸리다, 수축하다', 'covenant 계약, 서약, 계약하다']","['contractor 계약인, 계약자, 도급업체', 'contraction 수축, 하락, 침체, 축약, 걸림', 'contractual 계약의, 계약으로 보증된, 계약상의']"
manufacturer,"['1. 제조업자', '2. 업체', '3. 생산자']",[],[],-1,"['leading manufacturer 제조 업계의 선두주자', 'polyethylene source material manufacturer 폴리에틸렌 원재료 제조자', 'plug compatible manufacturer 플러그 호환 생산자', 'purchase silverware and other supplies directly from the manufacturer 은식기 및 기타 용품을 제조업체에서 직접 구입하다']","['maker 제조업자, 만드는 사람, 메이커', 'author 작가, 저자, 필자, 저술가', 'producer 제작자, 생산국, 프로듀서, 생산자, 제조업자', 'builder 건설자, 건축자, 제조인', 'creator 창작자, 창조주, 고안자, 설립자']",-1,-1
access,"['1. 접근', '2. 이용', '3. 접속', '4. 출입']","['동사', '기본 : access', '과거 : accessed', '과거분사 : accessed', '현재분사 : accessing', '3인칭단수 : accesses']","['The road gives good access to the freeway.', '그 길로 가면 고속도로로 나가기가 쉽다.', 'be easy[difficult, hard] of access', '접근하기 쉽다[어렵다]', 'They have access to the library[books].', '그들은 도서관[책]을 이용[입수]할 수 있다', 'The station is within easy access of my house.', '역은 집에서 금세 갈 수 있는 거리에 있다.', 'get[gain] access', '접근하다', 'deny access', '접근을 거부하다', 'easy access', '편리한 이용', 'public access', '공공 출입', 'unauthorized access', '무단 접근', 'Internet access', '인터넷 접속', 'gain[get] access to the king', '왕을 알현할 기회를 얻다.', 'have access', '접근하다', 'gain access', '접근할 기회를 얻다', 'deny access', '접근을 거부하다', 'restrict access', '접근을 제한하다', 'an access of fever[anger]', '발열[분노의 폭발].']",-1,"['access to ~에의 접근', 'have access to ~에게 접근할 수 있다, ~을 면회할 수 있다', 'internet access 인터넷 접속', 'multiple access 동시 공동 이용의, 다중 도달의, 멀티액세스', 'random access memory 랜덤 액세스 메모리, 등속 읽기 기억 장치, (약어)RAM']","['approach 접근하다, 접근법, 방법, 다가오다, 도달하다', 'admission 입학, 입장, 입원, 인정, 승인', 'entry 진출, 가입, 참가, 수입, 들어감', 'visa 비자', 'passage 통과, 통로, 구절, 통행, 경과']",-1,"['accessible 접근할 수 있는, 사용하기 쉬운, 이용 가능한', 'accessibility 접근하기 쉬움, 접근할 수 있음, 입수 가능함', 'inaccessible 접근하기 어려운, 얻기 어려운, 도달할 수 없는']"
